ym:s:visitID;ym:s:counterID;ym:s:watchIDs;ym:s:date;ym:s:dateTime;ym:s:dateTimeUTC;ym:s:isNewUser;ym:s:startURL;ym:s:endURL;ym:s:pageViews;ym:s:visitDuration;ym:s:bounce;ym:s:ipAddress;ym:s:params;ym:s:goalsID;ym:s:goalsSerialNumber;ym:s:goalsDateTime;ym:s:goalsPrice;ym:s:goalsOrder;ym:s:goalsCurrency;ym:s:clientID;ym:s:lastTrafficSource;ym:s:lastAdvEngine;ym:s:lastReferalSource;ym:s:lastSearchEngineRoot;ym:s:lastSearchEngine;ym:s:lastSocialNetwork;ym:s:lastSocialNetworkProfile;ym:s:referer;ym:s:lastDirectClickOrder;ym:s:lastDirectBannerGroup;ym:s:lastDirectClickBanner;ym:s:lastDirectPhraseOrCond;ym:s:lastDirectPlatformType;ym:s:lastDirectPlatform;ym:s:lastDirectConditionType;ym:s:lastCurrencyID;ym:s:from;ym:s:UTMCampaign;ym:s:UTMContent;ym:s:UTMMedium;ym:s:UTMSource;ym:s:UTMTerm;ym:s:openstatAd;ym:s:openstatCampaign;ym:s:openstatService;ym:s:openstatSource;ym:s:hasGCLID;ym:s:regionCountry;ym:s:regionCity;ym:s:browserLanguage;ym:s:browserCountry;ym:s:clientTimeZone;ym:s:deviceCategory;ym:s:mobilePhone;ym:s:mobilePhoneModel;ym:s:operatingSystemRoot;ym:s:operatingSystem;ym:s:browser;ym:s:browserMajorVersion;ym:s:browserMinorVersion;ym:s:browserEngine;ym:s:browserEngineVersion1;ym:s:browserEngineVersion2;ym:s:browserEngineVersion3;ym:s:browserEngineVersion4;ym:s:cookieEnabled;ym:s:javascriptEnabled;ym:s:flashMajor;ym:s:flashMinor;ym:s:screenFormat;ym:s:screenColors;ym:s:screenOrientation;ym:s:screenWidth;ym:s:screenHeight;ym:s:physicalScreenWidth;ym:s:physicalScreenHeight;ym:s:windowClientWidth;ym:s:windowClientHeight;ym:s:purchaseID;ym:s:purchaseDateTime;ym:s:purchaseAffiliation;ym:s:purchaseRevenue;ym:s:purchaseTax;ym:s:purchaseShipping;ym:s:purchaseCoupon;ym:s:purchaseCurrency;ym:s:purchaseProductQuantity;ym:s:productsPurchaseID;ym:s:productsID;ym:s:productsName;ym:s:productsBrand;ym:s:productsCategory;ym:s:productsCategory1;ym:s:productsCategory2;ym:s:productsCategory3;ym:s:productsCategory4;ym:s:productsCategory5;ym:s:productsVariant;ym:s:productsPosition;ym:s:productsPrice;ym:s:productsCurrency;ym:s:productsCoupon;ym:s:productsQuantity;ym:s:impressionsURL;ym:s:impressionsDateTime;ym:s:impressionsProductID;ym:s:impressionsProductName;ym:s:impressionsProductBrand;ym:s:impressionsProductCategory;ym:s:impressionsProductCategory1;ym:s:impressionsProductCategory2;ym:s:impressionsProductCategory3;ym:s:impressionsProductCategory4;ym:s:impressionsProductCategory5;ym:s:impressionsProductVariant;ym:s:impressionsProductPrice;ym:s:impressionsProductCurrency;ym:s:impressionsProductCoupon;ym:s:lastDirectClickOrderName;ym:s:lastClickBannerGroupName;ym:s:lastDirectClickBannerName;ym:s:networkType
1534482738116562825;34322390;[1534482738116562825];2017-03-28;2017-03-28 20:59:47;2017-03-28 20:59:47;0;http://perm.im-slim.ru/price;http://perm.im-slim.ru/price;1;0;1;46.147.58.xxx;[];[];[];[];[];[];[];1481135128816153622;internal;ya_undefined;perm.im-slim.ru;;;;;http://perm.im-slim.ru/;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;2;apple;iPhone;ios_double;ios10;safari_mobile;10;0;WebKit;602;4;6;0;1;1;0;0;11;32;1;375;667;750;1334;980;1461;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1604064283782811529;34322390;[1604064283782811529];2017-03-31;2017-03-31 22:43:39;2017-03-31 22:43:39;0;http://perm.im-slim.ru/price;http://perm.im-slim.ru/price;1;0;1;46.147.58.xxx;[];[];[];[];[];[];[];1481135128816153622;internal;ya_undefined;perm.im-slim.ru;;;;;http://perm.im-slim.ru/;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;2;apple;iPhone;ios_double;ios10;safari_mobile;10;0;WebKit;602;4;6;0;1;1;0;0;11;32;1;375;667;750;1334;980;1461;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1524531580981488291;34322390;[1524531580981488291,1524534907343219363,1524537022017963895,1524545942088322774,1524584174526140118,1524587808006868694,1524694140982923146,1524694261922008970,1524696370150903690,1524703568916123530,1524709768767999882];2017-03-28;2017-03-28 10:27:06;2017-03-28 10:27:06;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/price;11;680;0;46.146.239.xxx;[];[24311590,24311590];[1,2];[\'2017-03-28 10:27:27\',\'2017-03-28 10:30:40\'];[0,0];[\'\',\'\'];[,];1473061131653748858;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;https://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1373&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows_7_2008server;firefox;51;0;Gecko;51;0;0;0;1;1;25;0;33;24;2;1440;900;1440;900;1424;738;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1513146154538764060;34322390;[1513146154538764060,1513168631794763542,1513180764392916766,1513209318385911587];2017-03-27;2017-03-27 22:23:14;2017-03-27 22:23:14;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/video;4;241;0;78.25.123.xxx;[];[];[];[];[];[];[];1490642591739872193;organic;ya_undefined;google.ru;google;google_search;;;https://google.ru/;;0;0;;;;;;;;;;;;;;;;0;Russia;Saint Petersburg;30066;30066;180;2;apple;iPhone;ios_double;ios10;safari_mobile;10;0;WebKit;602;2;14;0;1;1;0;0;11;32;1;320;568;640;1136;980;1409;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1563700524716134088;34322390;[1563700524716134088,1563704594146791119];2017-03-30;2017-03-30 03:57:24;2017-03-30 03:57:24;1;http://im-slim.ru/;http://im-slim.ru/#footer;2;15;0;109.172.76.xxx;[];[];[];[];[];[];[];1490835404654306968;direct;ya_undefined;;;;;;;;0;0;;;;;;;;;;;;;;;;0;Russia;Krasnodar;30066;0;180;1;;;windows;windows10;chrome;56;0;WebKit;537;36;0;0;1;1;0;0;37;24;2;1536;864;1536;864;975;465;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1598017967628486501;34322390;[1598017967628486501];2017-03-31;2017-03-31 16:19:14;2017-03-31 16:19:14;0;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;15;0;46.146.223.xxx;[];[];[];[];[];[];[];1486356739862278480;direct;ya_undefined;;;;;;;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows_7_2008server;firefox;44;0;Gecko;44;0;0;0;1;1;0;0;37;24;2;1920;1080;1920;1080;1007;576;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1566427812838508392;34322390;[1566427812838508392];2017-03-30;2017-03-30 06:50:47;2017-03-30 06:50:47;0;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;16;0;46.146.223.xxx;[];[];[];[];[];[];[];1486356739862278480;direct;ya_undefined;;;;;;;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows_7_2008server;firefox;44;0;Gecko;44;0;0;0;1;1;0;0;37;24;2;1920;1080;1920;1080;1007;559;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1592609948015003491;34322390;[1592609948015003491,1592611274410690427,1593213003593942886];2017-03-31;2017-03-31 10:35:24;2017-03-31 10:35:24;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/#footer;2;13;0;213.87.240.xxx;[];[];[];[];[];[];[];148938898120854397;referral;ya_undefined;link.2gis.ru;;;;;http://link.2gis.ru/1.2/0831010C/webapi/20170301/project16/2252328094701356/dietolog.org/99i2d4G4G6I1G2GJ1H1Hsf5A3ge839588I3591C46uvhcA0C13359G79I2H0d15t348G4424526811472J3H4J2J0fh?http://perm.im-slim.ru;;0;0;;;;;;;;;;;;;;;;0;Russia;;30066;30066;300;2;apple;iPhone;ios_double;ios10;chromemobile;57;0;WebKit;602;1;50;0;1;1;0;0;11;32;1;320;568;640;1136;980;1507;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1593213223301023591;34322390;[1593213223301023591,1593216657699383981,1593229202694351519,1593232689022897875];2017-03-31;2017-03-31 11:13:46;2017-03-31 11:13:46;0;http://perm.im-slim.ru/;http://perm.im-slim.ru/promotions#raspisanie;4;74;0;213.87.240.xxx;[];[24311590,24311590,24311590];[1,2,3];[\'2017-03-31 11:13:59\',\'2017-03-31 11:14:47\',\'2017-03-31 11:15:00\'];[0,0,0];[\'\',\'\',\'\'];[,,];148938898120854397;referral;ya_undefined;link.2gis.ru;;;;;http://link.2gis.ru/1.2/0831010C/webapi/20170301/project16/2252328094701356/dietolog.org/4A6D24G4G6I1G2GJ1H1H7d5gqge8399AAI2591C46uvhcA0C4877BG79I2H0q2obq48G4424526811472J3H4J2J0f4?http://perm.im-slim.ru;;0;0;;;;;;;;;;;;;;;;0;Russia;;30066;30066;300;2;apple;iPhone;ios_double;ios10;chromemobile;57;0;WebKit;602;1;50;0;1;1;0;0;11;32;1;320;568;640;1136;980;1678;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1459332076458479302;34322390;[1459332076458479302];2017-03-25;2017-03-25 13:21:50;2017-03-25 13:21:50;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;14;0;46.146.36.xxx;[];[];[];[];[];[];[];1490437305211715752;referral;ya_undefined;link.2gis.ru;;;;;http://link.2gis.ru/9D0E6A23/grym/20170301/perm/8007d000065a9?http://perm.im-slim.ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows8_1;firefox;52;0;Gecko;52;0;0;0;1;1;25;0;26;24;2;1280;1024;1280;1024;1263;913;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1533246418132404067;34322390;[1533246418132404067,1533255780082911075];2017-03-28;2017-03-28 19:41:10;2017-03-28 19:41:10;0;http://perm.im-slim.ru/;http://perm.im-slim.ru/#raspisanie;2;36;0;89.148.199.xxx;[];[];[];[];[];[];[];1477581533429089342;direct;ya_undefined;;;;;;;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;0;300;1;;;windows;windows8_1;chrome;56;0;WebKit;537;36;0;0;1;1;25;0;37;24;2;1920;1080;1920;1080;1903;950;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1545390248013860753;34322390;[1545390248013860753];2017-03-29;2017-03-29 08:33:15;2017-03-29 08:33:15;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;17;0;94.50.4.xxx;[];[];[];[];[];[];[];149076559225659290;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;http://yandex.ru/clck/jsredir?from=yandex.ru;yandsearch;web;;&text=&etext=1374&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;28261;29557;300;1;;;windows;windows_7_2008server;chrome;56;0;WebKit;537;36;0;0;1;1;0;0;35;24;2;1024;600;1024;600;1007;494;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1522938760886488974;34322390;[1522938760886488974,1522945597143519118];2017-03-28;2017-03-28 08:45:50;2017-03-28 08:45:50;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/price;2;26;0;178.47.128.xxx;[];[];[];[];[];[];[];1490680138331002130;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;https://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1373&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows_xp;firefox;52;0;Gecko;52;0;0;0;1;1;22;0;28;24;2;1024;768;1024;768;1007;615;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1543313131576493920;34322390;[1543313131576493920];2017-03-29;2017-03-29 06:21:12;2017-03-29 06:21:12;0;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;15;0;46.146.223.xxx;[];[];[];[];[];[];[];1486356739862278480;direct;ya_undefined;;;;;;;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows_7_2008server;firefox;44;0;Gecko;44;0;0;0;1;1;0;0;37;24;2;1920;1080;1920;1080;1007;576;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1572257703650660235;34322390;[1572257703650660235];2017-03-30;2017-03-30 13:01:27;2017-03-30 13:01:27;0;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;15;0;46.146.223.xxx;[];[];[];[];[];[];[];1486356739862278480;direct;ya_undefined;;;;;;;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows_7_2008server;firefox;44;0;Gecko;44;0;0;0;1;1;0;0;37;24;2;1920;1080;1920;1080;1007;576;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1459039676098947747;34322390;[1459039676098947747,1459051270554004131,1459056567556254371,1459068984941610874,1459081939520063359];2017-03-25;2017-03-25 13:03:14;2017-03-25 13:03:14;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/price;5;160;0;46.146.4.xxx;[];[24311590];[1];[\'2017-03-25 13:05:06\'];[0];[\'\'];[];1490436202837360014;referral;ya_undefined;link.2gis.ru;;;;;http://link.2gis.ru/1.2/D11A6BDF/online/20170301/project16/2252328094701356/2gis.ru/1Bhg96G6G421G5G4H1HH31g89ewB4207482834586uvrg8G44C30I2B4577Gf3A56p8p64G3G251A4821JJH4JI95f/place=1&sid=77290212-95ff-4f7f-81dd-c1c80c852cd1&user=1338fc49-2d81-46a8-88fb-6624a1fe19ce&ts=1490436197617?http://perm.im-slim.ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;0;300;1;;;windows;windows_7_2008server;chrome;52;0;WebKit;537;36;0;0;1;1;25;0;35;24;2;1024;600;1024;600;1007;475;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1548738542215104354;34322390;[1548738542215104354,1548745711938963298];2017-03-29;2017-03-29 12:06:08;2017-03-29 12:06:08;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/#footer;2;28;0;62.16.44.xxx;[];[];[];[];[];[];[];1490778377985353372;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;https://yandex.ru/clck/jsredir?from=yandex.ru;yandsearch;web;;&text=&etext=1375&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows_7_2008server;firefox;52;0;Gecko;52;0;0;0;1;1;25;0;37;24;2;1366;768;1366;768;1349;657;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1511319898217516748;34322390;[1511319898217516748];2017-03-27;2017-03-27 20:27:07;2017-03-27 20:27:07;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;15;0;91.108.169.xxx;[];[];[];[];[];[];[];1490635628870292440;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1373&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Berezniki;30066;0;300;1;;;windows;windows_7_2008server;yandex_browser;17;3;WebKit;537;36;0;0;1;1;23;0;37;24;2;1920;1080;1920;1080;1903;972;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1504654630509095590;34322390;[1504654630509095590,1504655188555475622];2017-03-27;2017-03-27 13:23:21;2017-03-27 13:23:21;1;http://im-slim.ru/;http://im-slim.ru/#footer;2;3;0;195.9.154.xxx;[];[];[];[];[];[];[];1490610202442382585;direct;ya_undefined;;;;;;;;0;0;;;;;;;;;;;;;;;;0;Russia;Moscow;30066;30066;180;1;;;windows;windows_7_2008server;msie;11;0;Trident;7;0;0;0;1;1;0;0;37;24;2;1600;900;1600;900;1190;552;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1546481036127895672;34322390;[1546481036127895672];2017-03-29;2017-03-29 09:42:36;2017-03-29 09:42:36;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;15;0;2a02:2698:25:c030::xxx;[];[];[];[];[];[];[];1490769673328450859;organic;ya_undefined;yandex.ru;yandex;yandex_mobile_app;;;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2Fpad%2F;web;;6010001&text=&etext=1374&&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;3;samsung;Galaxy Tab 4 7.0;android;android_kitkat;yandexsearch;6;10;WebKit;537;36;0;0;1;1;0;0;33;32;2;962;601;1280;800;980;522;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1647391970264352610;34322390;[1647391970264352610,1647395053561970809];2017-04-02;2017-04-02 20:38:21;2017-04-02 20:38:21;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/price;2;12;0;46.147.23.xxx;[];[];[];[];[];[];[];14911546831061585717;referral;ya_undefined;link.2gis.ru;;;;;http://link.2gis.ru/AB1DB6A9/v4-iphone/20170301/perm/r16_2252328094701356?http://perm.im-slim.ru/;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;2;apple;iPhone;ios_double;ios10;safari_mobile;10;0;WebKit;602;1;50;0;1;1;0;0;11;32;1;375;667;750;1334;980;1461;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1570725203690400429;34322390;[1570725203690400429,1570730259746138792,1570746841804833393];2017-03-30;2017-03-30 11:24:01;2017-03-30 11:24:01;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/;3;82;0;195.19.188.xxx;[];[24311590];[1];[\'2017-03-30 11:24:20\'];[0];[\'\'];[];1490862240275773350;referral;ya_undefined;link.2gis.ru;;;;;http://link.2gis.ru/1.2/0831010C/webapi/20170301/project16/2252328094701356/dietolog.org/hghdB848G44AB1A7715G2G1GxfDu8494G4G64J3H1HI1G536hcge839I5B8I2272352AAC1A75cmuv0B651B2368J92A33381H4J1G238?http://perm.im-slim.ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;0;300;2;zte;ZTE BLADE A510;android;android_marshmallow;chromemobile;56;0;WebKit;537;36;0;0;1;1;0;0;11;32;1;360;640;720;1280;980;1524;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;wi_fi
1455060685725892725;34322390;[1455060685725892725];2017-03-25;2017-03-25 08:50:16;2017-03-25 08:50:16;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;0;1;5.141.8.xxx;[];[];[];[];[];[];[];1490420998685871212;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1370&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows_7_2008server;msie;11;0;Trident;7;0;0;0;1;1;16;0;33;24;2;1152;720;1440;900;1152;597;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1588587143045056349;34322390;[1588587143045056349];2017-03-31;2017-03-31 06:19:39;2017-03-31 06:19:39;0;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;14;0;46.146.223.xxx;[];[];[];[];[];[];[];1486356739862278480;direct;ya_undefined;;;;;;;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;30066;300;1;;;windows;windows_7_2008server;firefox;44;0;Gecko;44;0;0;0;1;1;0;0;37;24;2;1920;1080;1920;1080;1007;576;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1533236639490639719;34322390;[1533236639490639719,1533237252605347687];2017-03-28;2017-03-28 19:40:33;2017-03-28 19:40:33;0;http://perm.im-slim.ru/;http://perm.im-slim.ru/#raspisanie;2;2;0;89.148.224.xxx;[];[];[];[];[];[];[];1475344184556893577;direct;ya_undefined;;;;;;;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;0;300;1;;;windows;windows10;chrome;56;0;WebKit;537;36;0;0;1;1;25;0;26;24;2;1280;1024;1280;1024;1263;918;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1546523476240369532;34322390;[1546523476240369532];2017-03-29;2017-03-29 09:45:18;2017-03-29 09:45:18;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;16;0;62.16.44.xxx;[];[];[];[];[];[];[];1490770093804045444;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1374&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;0;300;1;;;windows;windows_7_2008server;chrome;56;0;WebKit;537;36;0;0;1;1;0;0;37;24;2;1366;768;1366;768;1017;608;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1524182479211859670;34322390;[1524182479211859670,1524207180862457703,1524215010471972557,1524212196931276496,1524215038309306061,1524218808610326393];2017-03-28;2017-03-28 10:04:54;2017-03-28 10:04:54;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/price;5;139;0;85.140.79.xxx;[];[];[];[];[];[];[];1490684694356927285;organic;ya_undefined;yandex.ru;yandex;yandex_mobile;;;https://yandex.ru/search/touch/?text=похудеть в перми недорого &msid=1490684538.0949.22897.25944&lr=54;;0;0;;;;;;;;;;;;;;;;0;Russia;;30066;30066;300;2;apple;iPhone;ios_double;ios10;safari_mobile;10;0;WebKit;602;3;12;0;1;1;0;0;11;32;1;375;667;750;1334;980;1461;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1585250833482385256;34322390;[1585250833482385256,1585339443425316551];2017-03-31;2017-03-31 02:47:32;2017-03-31 02:47:32;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/price;2;338;0;46.146.11.xxx;[];[];[];[];[];[];[];1490917650945211941;referral;ya_undefined;all81.ru;;;;;http://all81.ru/f/tsentr-snizheniya-vesa-doktora-gavrilova.html?from=69080;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;0;300;1;;;windows;windows8_1;yandex_browser;17;3;WebKit;537;36;0;0;1;1;25;0;37;24;2;1366;768;1366;768;1348;660;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1534660528474425201;34322390;[1534660528474425201];2017-03-28;2017-03-28 21:11:05;2017-03-28 21:11:05;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/;1;15;0;94.50.7.xxx;[];[];[];[];[];[];[];1490724663611415533;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1374&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;0;180;1;;;windows;windows_7_2008server;chrome;56;0;WebKit;537;36;0;0;1;1;0;0;35;24;2;1024;600;1024;600;1007;532;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1501452100402679696;34322390;[1501452100402679696,1501452140325635949,1501453840048457581,1501457099159766907,1501464354349909865,1501480021085654728,1501551905874378875];2017-03-27;2017-03-27 09:59:45;2017-03-27 09:59:45;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/;7;380;0;5.141.231.xxx;[];[];[];[];[];[];[];149059803729313807;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1372&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;0;300;1;;;windows;windows_xp;opera;36;0;WebKit;537;36;0;0;1;1;23;0;37;24;2;1920;1080;1920;1080;1899;972;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;
1448016490082600802;34322390;[1448016490082600802,1448042012716306121];2017-03-25;2017-03-25 01:22:24;2017-03-25 01:22:24;1;http://perm.im-slim.ru/;http://perm.im-slim.ru/reviews;2;116;0;2.93.196.xxx;[];[];[];[];[];[];[];1490394146677067428;organic;ya_undefined;yandex.ru;yandex;yandex_search;;;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1370&l10n=ru;;0;0;;;;;;;;;;;;;;;;0;Russia;Perm;30066;0;300;1;;;windows;windows8_1;chrome;56;0;WebKit;537;36;0;0;1;1;25;0;37;24;2;1366;768;1366;768;1349;638;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;;0;