ym:pv:watchID;ym:pv:counterID;ym:pv:date;ym:pv:dateTime;ym:pv:title;ym:pv:URL;ym:pv:referer;ym:pv:UTMCampaign;ym:pv:UTMContent;ym:pv:UTMMedium;ym:pv:UTMSource;ym:pv:UTMTerm;ym:pv:browser;ym:pv:browserMajorVersion;ym:pv:browserMinorVersion;ym:pv:browserCountry;ym:pv:browserEngine;ym:pv:browserEngineVersion1;ym:pv:browserEngineVersion2;ym:pv:browserEngineVersion3;ym:pv:browserEngineVersion4;ym:pv:browserLanguage;ym:pv:clientTimeZone;ym:pv:cookieEnabled;ym:pv:deviceCategory;ym:pv:flashMajor;ym:pv:flashMinor;ym:pv:from;ym:pv:hasGCLID;ym:pv:ipAddress;ym:pv:javascriptEnabled;ym:pv:mobilePhone;ym:pv:mobilePhoneModel;ym:pv:openstatAd;ym:pv:openstatCampaign;ym:pv:openstatService;ym:pv:openstatSource;ym:pv:operatingSystem;ym:pv:operatingSystemRoot;ym:pv:physicalScreenHeight;ym:pv:physicalScreenWidth;ym:pv:regionCity;ym:pv:regionCountry;ym:pv:screenColors;ym:pv:screenFormat;ym:pv:screenHeight;ym:pv:screenOrientation;ym:pv:screenWidth;ym:pv:windowClientHeight;ym:pv:windowClientWidth;ym:pv:params;ym:pv:lastTrafficSource;ym:pv:lastSearchEngine;ym:pv:lastSearchEngineRoot;ym:pv:lastAdvEngine;ym:pv:artificial;ym:pv:pageCharset;ym:pv:link;ym:pv:download;ym:pv:notBounce;ym:pv:lastSocialNetwork;ym:pv:httpError;ym:pv:clientID;ym:pv:networkType;ym:pv:lastSocialNetworkProfile;ym:pv:goalsID;ym:pv:shareService;ym:pv:shareURL;ym:pv:shareTitle;ym:pv:iFrame
1533255780082911075;34322390;2017-03-28;2017-03-28 19:41:46;Я - похудела;http://perm.im-slim.ru/#raspisanie;http://perm.im-slim.ru/;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;300;1;1;25;0;;0;89.148.199.xxx;1;;;;;;;windows8_1;windows;1080;1920;Perm;Russia;24;37;1080;2;1920;950;1903;;internal;;;;0;utf-8;0;0;0;;0;1477581533429089342;;;[];;;;0
1534660528474425201;34322390;2017-03-28;2017-03-28 21:11:05;Я - похудела;http://perm.im-slim.ru/;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1374&l10n=ru;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;180;1;1;0;0;;0;94.50.7.xxx;1;;;;;;;windows_7_2008server;windows;600;1024;Perm;Russia;24;35;600;2;1024;532;1007;;organic;yandex_search;yandex;;0;utf-8;0;0;0;;0;1490724663611415533;;;[];;;;0
1534664460897095365;34322390;2017-03-28;2017-03-28 21:11:20;;http://perm.im-slim.ru/;;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;180;1;1;0;0;;0;94.50.7.xxx;1;;;;;;;windows_7_2008server;windows;600;1024;Perm;Russia;24;35;600;2;1024;532;1007;;direct;;;;1;utf-8;0;0;1;;0;1490724663611415533;;;[];;;;0
1522938760886488974;34322390;2017-03-28;2017-03-28 08:45:50;Я - похудела;http://perm.im-slim.ru/;https://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1373&l10n=ru;;;;;;firefox;52;0;ru;Gecko;52;0;0;0;ru;300;1;1;22;0;;0;178.47.128.xxx;1;;;;;;;windows_xp;windows;768;1024;Perm;Russia;24;28;768;2;1024;615;1007;;organic;yandex_search;yandex;;0;utf-8;0;0;0;;0;1490680138331002130;;;[];;;;0
1522942728807911310;34322390;2017-03-28;2017-03-28 08:46:05;;http://perm.im-slim.ru/;;;;;;;firefox;52;0;ru;Gecko;52;0;0;0;ru;300;1;1;22;0;;0;178.47.128.xxx;1;;;;;;;windows_xp;windows;768;1024;Perm;Russia;24;28;768;2;1024;615;1007;;direct;;;;1;utf-8;0;0;1;;0;1490680138331002130;;;[];;;;0
1522945597143519118;34322390;2017-03-28;2017-03-28 08:46:16;Я - похудела;http://perm.im-slim.ru/price;http://perm.im-slim.ru/;;;;;;firefox;52;0;ru;Gecko;52;0;0;0;ru;300;1;1;22;0;;0;178.47.128.xxx;1;;;;;;;windows_xp;windows;768;1024;Perm;Russia;24;28;768;2;1024;615;1007;;internal;;;;0;utf-8;0;0;0;;0;1490680138331002130;;;[];;;;0
1524531580981488291;34322390;2017-03-28;2017-03-28 10:27:06;Я - похудела;http://perm.im-slim.ru/;https://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1373&l10n=ru;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;organic;yandex_search;yandex;;0;utf-8;0;0;0;;0;1473061131653748858;;;[];;;;0
1524534907343219363;34322390;2017-03-28;2017-03-28 10:27:19;Я - похудела;http://perm.im-slim.ru/#raspisanie;http://perm.im-slim.ru/;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;internal;;;;0;utf-8;0;0;0;;0;1473061131653748858;;;[];;;;0
1524537022017963895;34322390;2017-03-28;2017-03-28 10:27:27;Я - похудела;http://perm.im-slim.ru/promotions;http://perm.im-slim.ru/;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;internal;;;;0;utf-8;0;0;0;;0;1473061131653748858;;;[24311590];;;;0
1524545942088322774;34322390;2017-03-28;2017-03-28 10:28:01;Я - похудела;http://perm.im-slim.ru/reviews;http://perm.im-slim.ru/promotions;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;internal;;;;0;utf-8;0;0;0;;0;1473061131653748858;;;[];;;;0
1524584174526140118;34322390;2017-03-28;2017-03-28 10:30:27;Я - похудела;http://perm.im-slim.ru/reviews#raspisanie;http://perm.im-slim.ru/reviews;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;internal;;;;0;utf-8;0;0;0;;0;1473061131653748858;;;[];;;;0
1524587808006868694;34322390;2017-03-28;2017-03-28 10:30:40;Я - похудела;http://perm.im-slim.ru/promotions;http://perm.im-slim.ru/reviews;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;internal;;;;0;utf-8;0;0;0;;0;1473061131653748858;;;[24311590];;;;0
1524694140982923146;34322390;2017-03-28;2017-03-28 10:37:26;Я - похудела;http://perm.im-slim.ru/;https://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1373&l10n=ru;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;organic;yandex_search;yandex;;0;utf-8;0;0;0;;0;1473061131653748858;;;[];;;;0
1524694261922008970;34322390;2017-03-28;2017-03-28 10:37:26;Я - похудела;http://perm.im-slim.ru/;https://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1373&l10n=ru;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;organic;yandex_search;yandex;;0;utf-8;0;0;0;;0;1473061131653748858;;;[];;;;0
1524696370150903690;34322390;2017-03-28;2017-03-28 10:37:35;Я - похудела;http://perm.im-slim.ru/#footer;http://perm.im-slim.ru/;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;internal;;;;0;utf-8;0;0;0;;0;1473061131653748858;;;[];;;;0
1524698077279817610;34322390;2017-03-28;2017-03-28 10:37:41;;http://perm.im-slim.ru/;;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;direct;;;;1;utf-8;0;0;1;;0;1473061131653748858;;;[];;;;0
1524700202160623498;34322390;2017-03-28;2017-03-28 10:37:49;;http://perm.im-slim.ru/#footer;;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;direct;;;;1;utf-8;0;0;1;;0;1473061131653748858;;;[];;;;0
1524703568916123530;34322390;2017-03-28;2017-03-28 10:38:02;Я - похудела;http://perm.im-slim.ru/#raspisanie;http://perm.im-slim.ru/#footer;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;internal;;;;0;utf-8;0;0;0;;0;1473061131653748858;;;[];;;;0
1524709768767999882;34322390;2017-03-28;2017-03-28 10:38:26;Я - похудела;http://perm.im-slim.ru/price;http://perm.im-slim.ru/;;;;;;firefox;51;0;ru;Gecko;51;0;0;0;ru;300;1;1;25;0;;0;46.146.239.xxx;1;;;;;;;windows_7_2008server;windows;900;1440;Perm;Russia;24;33;900;2;1440;738;1424;;internal;;;;0;utf-8;0;0;0;;0;1473061131653748858;;;[];;;;0
1534482738116562825;34322390;2017-03-28;2017-03-28 20:59:47;Я - похудела;http://perm.im-slim.ru/price;http://perm.im-slim.ru/;;;;;;safari_mobile;10;0;ru;WebKit;602;4;6;0;ru;300;1;2;0;0;;0;46.147.58.xxx;1;apple;iPhone;;;;;ios10;ios_double;1334;750;Perm;Russia;32;11;667;1;375;1461;980;;internal;;;;0;utf-8;0;0;0;;0;1481135128816153622;;;[];;;;0
1554157260140711826;34322390;2017-03-29;2017-03-29 17:50:39;Я - похудела;http://perm.im-slim.ru/;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1375&l10n=ru;;;;;;yandex_browser;17;3;;WebKit;537;36;0;0;ru;300;1;1;24;0;;0;195.222.157.xxx;1;;;;;;;windows_7_2008server;windows;768;1366;Perm;Russia;24;37;768;2;1366;660;1349;;organic;yandex_search;yandex;;0;utf-8;0;0;0;;0;1490799080720007283;;;[];;;;0
1554161474075103116;34322390;2017-03-29;2017-03-29 17:50:55;;http://perm.im-slim.ru/;;;;;;;yandex_browser;17;3;;WebKit;537;36;0;0;ru;300;1;1;24;0;;0;195.222.157.xxx;1;;;;;;;windows_7_2008server;windows;768;1366;Perm;Russia;24;37;768;2;1366;660;1349;;direct;;;;1;utf-8;0;0;1;;0;1490799080720007283;;;[];;;;0
1546523476240369532;34322390;2017-03-29;2017-03-29 09:45:18;Я - похудела;http://perm.im-slim.ru/;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1374&l10n=ru;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;300;1;1;0;0;;0;62.16.44.xxx;1;;;;;;;windows_7_2008server;windows;768;1366;Perm;Russia;24;37;768;2;1366;608;1017;;organic;yandex_search;yandex;;0;utf-8;0;0;0;;0;1490770093804045444;;;[];;;;0
1546527691613667454;34322390;2017-03-29;2017-03-29 09:45:34;;http://perm.im-slim.ru/;;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;300;1;1;0;0;;0;62.16.44.xxx;1;;;;;;;windows_7_2008server;windows;768;1366;Perm;Russia;24;37;768;2;1366;608;1017;;direct;;;;1;utf-8;0;0;1;;0;1490770093804045444;;;[];;;;0
1554099118501005179;34322390;2017-03-29;2017-03-29 17:46:57;Я - похудела;http://perm.im-slim.ru/;;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;420;1;1;0;0;;0;90.188.119.xxx;1;;;;;;;windows_7_2008server;windows;840;1344;Tomsk;Russia;24;33;840;2;1344;710;1328;;direct;;;;0;utf-8;0;0;0;;0;1490798815277300579;;;[];;;;0
1554103163820967787;34322390;2017-03-29;2017-03-29 17:47:13;;http://perm.im-slim.ru/;;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;420;1;1;0;0;;0;90.188.119.xxx;1;;;;;;;windows_7_2008server;windows;840;1344;Tomsk;Russia;24;33;840;2;1344;710;1328;;direct;;;;1;utf-8;0;0;1;;0;1490798815277300579;;;[];;;;0
1554104126213195613;34322390;2017-03-29;2017-03-29 17:47:16;Я - похудела;http://perm.im-slim.ru/video;http://perm.im-slim.ru/;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;420;1;1;0;0;;0;90.188.119.xxx;1;;;;;;;windows_7_2008server;windows;840;1344;Tomsk;Russia;24;33;840;2;1344;710;1328;;internal;;;;0;utf-8;0;0;0;;0;1490798815277300579;;;[];;;;0
1554106456544127647;34322390;2017-03-29;2017-03-29 17:47:25;Я - похудела;http://perm.im-slim.ru/video#footer;http://perm.im-slim.ru/video;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;420;1;1;0;0;;0;90.188.119.xxx;1;;;;;;;windows_7_2008server;windows;840;1344;Tomsk;Russia;24;33;840;2;1344;710;1328;;internal;;;;0;utf-8;0;0;0;;0;1490798815277300579;;;[];;;;0
1554111704898209637;34322390;2017-03-29;2017-03-29 17:47:45;Я - похудела;http://perm.im-slim.ru/price;http://perm.im-slim.ru/video;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;420;1;1;0;0;;0;90.188.119.xxx;1;;;;;;;windows_7_2008server;windows;840;1344;Tomsk;Russia;24;33;840;2;1344;710;1328;;internal;;;;0;utf-8;0;0;0;;0;1490798815277300579;;;[];;;;0
1567779286315707044;34322390;2017-03-30;2017-03-30 08:16:43;Я - похудела;http://perm.im-slim.ru/price;http://yandex.ru/clck/jsredir?from=yandex.ru;search%2F;web;;&text=&etext=1375&l10n=ru;;;;;;msie;9;0;;Trident;5;0;0;0;ru;300;1;1;15;0;;0;178.47.88.xxx;1;;;;;;;windows_7_2008server;windows;0;0;Perm;Russia;24;26;1024;2;1280;899;1280;;organic;yandex_search;yandex;;0;utf-8;0;0;0;;0;1490850994541256616;;;[];;;;0
1567784834024343388;34322390;2017-03-30;2017-03-30 08:16:56;;http://perm.im-slim.ru/price;;;;;;;msie;9;0;;Trident;5;0;0;0;ru;300;1;1;15;0;;0;178.47.88.xxx;1;;;;;;;windows_7_2008server;windows;0;0;Perm;Russia;24;26;1024;2;1280;899;1263;;direct;;;;1;utf-8;0;0;1;;0;1490850994541256616;;;[];;;;0
1567784509796517723;34322390;2017-03-30;2017-03-30 08:17:03;Я - похудела;http://perm.im-slim.ru/price;http://perm.im-slim.ru/price;;;;;;msie;9;0;;Trident;5;0;0;0;ru;300;1;1;15;0;;0;178.47.88.xxx;1;;;;;;;windows_7_2008server;windows;0;0;Perm;Russia;24;26;1024;2;1280;899;1280;;internal;;;;0;utf-8;0;0;0;;0;1490850994541256616;;;[];;;;0
1567787991609378652;34322390;2017-03-30;2017-03-30 08:17:16;Я - похудела;http://perm.im-slim.ru/price;http://perm.im-slim.ru/price;;;;;;msie;9;0;;Trident;5;0;0;0;ru;300;1;1;15;0;;0;178.47.88.xxx;1;;;;;;;windows_7_2008server;windows;0;0;Perm;Russia;24;26;1024;2;1280;899;1280;;internal;;;;0;utf-8;0;0;0;;0;1490850994541256616;;;[];;;;0
1567877689844172665;34322390;2017-03-30;2017-03-30 08:22:58;Я - похудела;http://perm.im-slim.ru/price;http://perm.im-slim.ru/price;;;;;;msie;9;0;;Trident;5;0;0;0;ru;300;1;1;15;0;;0;178.47.88.xxx;1;;;;;;;windows_7_2008server;windows;0;0;Perm;Russia;24;26;1024;2;1280;899;1280;;internal;;;;0;utf-8;0;0;0;;0;1490850994541256616;;;[];;;;0
1567879123479299929;34322390;2017-03-30;2017-03-30 08:23:04;Я - похудела;http://perm.im-slim.ru/price#raspisanie;http://perm.im-slim.ru/price;;;;;;msie;9;0;;Trident;5;0;0;0;ru;300;1;1;15;0;;0;178.47.88.xxx;1;;;;;;;windows_7_2008server;windows;0;0;Perm;Russia;24;26;1024;2;1280;899;1263;;internal;;;;0;utf-8;0;0;0;;0;1490850994541256616;;;[];;;;0
1574158509155811446;34322390;2017-03-30;2017-03-30 15:02:18;Я - похудела;http://perm.im-slim.ru/price;http://perm.im-slim.ru/;;;;;;safari_mobile;10;0;ru;WebKit;602;4;6;0;ru;300;1;2;0;0;;0;217.118.83.xxx;1;apple;iPhone;;;;;ios10;ios_double;1334;750;;Russia;32;11;667;1;375;1461;980;;internal;;;;0;utf-8;0;0;0;;0;1481135128816153622;;;[];;;;0
1592609948015003491;34322390;2017-03-31;2017-03-31 10:35:24;Я - похудела;http://perm.im-slim.ru/;http://link.2gis.ru/1.2/0831010C/webapi/20170301/project16/2252328094701356/dietolog.org/99i2d4G4G6I1G2GJ1H1Hsf5A3ge839588I3591C46uvhcA0C13359G79I2H0d15t348G4424526811472J3H4J2J0fh?http://perm.im-slim.ru;;;;;;chromemobile;57;0;ru;WebKit;602;1;50;0;ru;300;1;2;0;0;;0;213.87.240.xxx;1;apple;iPhone;;;;;ios10;ios_double;1136;640;;Russia;32;11;568;1;320;1507;980;;referral;;;;0;utf-8;0;0;0;;0;148938898120854397;;;[];;;;0
1592611274410690427;34322390;2017-03-31;2017-03-31 10:35:29;Я - похудела;http://perm.im-slim.ru/#footer;http://perm.im-slim.ru/;;;;;;chromemobile;57;0;ru;WebKit;602;1;50;0;ru;300;1;2;0;0;;0;213.87.240.xxx;1;apple;iPhone;;;;;ios10;ios_double;1136;640;;Russia;32;11;568;1;320;1507;980;;internal;;;;0;utf-8;0;0;0;;0;148938898120854397;;;[];;;;0
1593213003593942886;34322390;2017-03-31;2017-03-31 10:35:37;;https://vk.com/public112610613;http://perm.im-slim.ru/#footer;;;;;;chromemobile;57;0;ru;WebKit;602;1;50;0;ru;300;1;2;0;0;;0;213.87.240.xxx;1;apple;iPhone;;;;;ios10;ios_double;1136;640;;Russia;32;11;568;1;320;1678;980;;external;;;;0;utf-8;1;0;0;;0;148938898120854397;;;[];;;;0
1593213223301023591;34322390;2017-03-31;2017-03-31 11:13:46;Я - похудела;http://perm.im-slim.ru/;http://link.2gis.ru/1.2/0831010C/webapi/20170301/project16/2252328094701356/dietolog.org/4A6D24G4G6I1G2GJ1H1H7d5gqge8399AAI2591C46uvhcA0C4877BG79I2H0q2obq48G4424526811472J3H4J2J0f4?http://perm.im-slim.ru;;;;;;chromemobile;57;0;ru;WebKit;602;1;50;0;ru;300;1;2;0;0;;0;213.87.240.xxx;1;apple;iPhone;;;;;ios10;ios_double;1136;640;;Russia;32;11;568;1;320;1507;980;;referral;;;;0;utf-8;0;0;0;;0;148938898120854397;;;[];;;;0
1593216657699383981;34322390;2017-03-31;2017-03-31 11:13:59;Я - похудела;http://perm.im-slim.ru/promotions;http://perm.im-slim.ru/;;;;;;chromemobile;57;0;ru;WebKit;602;1;50;0;ru;300;1;2;0;0;;0;213.87.240.xxx;1;apple;iPhone;;;;;ios10;ios_double;1136;640;;Russia;32;11;568;1;320;1507;980;;internal;;;;0;utf-8;0;0;0;;0;148938898120854397;;;[24311590];;;;0
1593229202694351519;34322390;2017-03-31;2017-03-31 11:14:47;Я - похудела;http://perm.im-slim.ru/promotions#footer;http://perm.im-slim.ru/promotions;;;;;;chromemobile;57;0;ru;WebKit;602;1;50;0;ru;300;1;2;0;0;;0;213.87.240.xxx;1;apple;iPhone;;;;;ios10;ios_double;1136;640;;Russia;32;11;568;1;320;1507;980;;internal;;;;0;utf-8;0;0;0;;0;148938898120854397;;;[24311590];;;;0
1593232689022897875;34322390;2017-03-31;2017-03-31 11:15:00;Я - похудела;http://perm.im-slim.ru/promotions#raspisanie;http://perm.im-slim.ru/promotions#footer;;;;;;chromemobile;57;0;ru;WebKit;602;1;50;0;ru;300;1;2;0;0;;0;213.87.240.xxx;1;apple;iPhone;;;;;ios10;ios_double;1136;640;;Russia;32;11;568;1;320;1678;980;;internal;;;;0;utf-8;0;0;0;;0;148938898120854397;;;[24311590];;;;0
1598215264202664612;34322390;2017-03-31;2017-03-31 16:31:47;Я - похудела;http://perm.im-slim.ru/reviews/2;https://google.ru/;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;180;1;1;0;0;;0;212.73.96.xxx;1;;;;;;;windows_7_2008server;windows;720;1280;Moscow;Russia;24;37;720;2;1280;616;1263;;organic;google_search;google;;0;utf-8;0;0;0;;0;1490967107486222682;;;[20824850];;;;0
1598219177434294948;34322390;2017-03-31;2017-03-31 16:32:02;;http://perm.im-slim.ru/reviews/2;;;;;;;chrome;56;0;;WebKit;537;36;0;0;ru;180;1;1;0;0;;0;212.73.96.xxx;1;;;;;;;windows_7_2008server;windows;720;1280;Moscow;Russia;24;37;720;2;1280;616;1263;;direct;;;;1;utf-8;0;0;1;;0;1490967107486222682;;;[];;;;0
1597140327216185461;34322390;2017-03-31;2017-03-31 15:23:26;Я - похудела;http://perm.im-slim.ru/;http://link.2gis.ru/9D0E6A23/grym/20170301/perm/8007d000065a9?http://perm.im-slim.ru;;;;;;opera;12;2;;Presto;2;10;289;0;ru;300;1;1;25;0;;0;46.146.108.xxx;1;;;;;;;windows_7_2008server;windows;768;1366;Perm;Russia;32;37;768;2;1366;645;1113;;referral;;;;0;utf-8;0;0;0;;0;1490963262243875832;;;[];;;;0
1597144275439324873;34322390;2017-03-31;2017-03-31 15:23:41;;http://perm.im-slim.ru/;;;;;;;opera;12;2;;Presto;2;10;289;0;ru;300;1;1;25;0;;0;46.146.108.xxx;1;;;;;;;windows_7_2008server;windows;768;1366;Perm;Russia;32;37;768;2;1366;645;1113;;direct;;;;1;utf-8;0;0;1;;0;1490963262243875832;;;[];;;;0
